"","country","year","gdp_growth","gdp_nominal","gdp_per_capita_nominal","gdp_ppp","gdp_per_capita_ppp","gdp_ppp_share","error"
"1520","IRQ",2021,1.4,210.753,5116.534,551.148,13380.409,0.355,NA
"1521","IRQ",2022,7.7,288.059,6818.152,635.981,15053.193,0.369,NA
"1522","IRQ",2023,-2.9,252.407,5826.035,639.758,14766.838,0.347,NA
"1523","IRQ",2024,0.1,264.149,5947.315,655.417,14756.731,0.337,NA
"1524","IRQ",2025,4.1,270.874,5950.59,694.482,15256.469,0.34,NA
"1525","IRQ",2026,5.2,288.773,6191.538,744.127,15954.732,0.346,NA
"1526","IRQ",2027,4.2,306.537,6416.717,789.872,16534.341,0.35,NA
"1527","IRQ",2028,4.2,326.721,6679.492,838.423,17140.716,0.354,NA
"1528","IRQ",2029,4.2,349.022,6971.858,890.002,17778.171,0.358,NA
"1529","JOR",2012,2.4,31.679,4392.657,77.755,10781.548,0.08,NA
"1530","JOR",2013,2.6,34.503,4483.942,81.142,10545.068,0.079,NA
"1531","JOR",2014,3.4,36.9,4261.906,85.349,9857.833,0.079,NA
"1532","JOR",2015,2.5,38.642,4069.994,88.292,9299.528,0.079,NA
"1533","JOR",2016,2,39.949,4009.059,90.908,9123.083,0.078,NA
"1534","JOR",2017,2.5,41.667,4078.871,94.825,9282.611,0.077,NA
"1535","JOR",2018,1.9,43.432,4152.265,94.604,9044.51,0.072,NA
"1536","JOR",2019,1.8,44.566,4165.547,100.626,9405.461,0.072,NA
"1537","JOR",2020,-1.1,43.762,4004.321,104.08,9523.548,0.075,NA
"1538","JOR",2021,3.7,46.362,4158.625,101.617,9115.022,0.065,NA
"1539","JOR",2022,2.4,48.722,4317.09,111.505,9880.029,0.065,NA
"1540","JOR",2023,2.6,50.885,4488.417,118.539,10455.864,0.064,NA
"1541","JOR",2024,2.4,53.305,4682.081,124.284,10916.507,0.064,NA
"1542","JOR",2025,2.9,56.113,4904.036,130.211,11379.997,0.064,NA
"1543","JOR",2026,3,59.183,5139.626,136.606,11863.302,0.064,NA
"1544","JOR",2027,3,62.482,5384.264,143.29,12347.639,0.063,NA
"1545","JOR",2028,3,65.966,5636.137,150.294,12841.119,0.063,NA
"1546","JOR",2029,3,69.643,5895.388,157.641,13344.506,0.063,NA
"1547","KWT",2012,6.6,174.066,50783.678,179.762,52445.55,0.184,NA
"1548","KWT",2013,1.1,174.179,48543.741,184.922,51537.797,0.18,NA
"1549","KWT",2014,0.5,162.695,43458.841,189.086,50508.332,0.175,NA
"1550","KWT",2015,0.6,114.606,29195.283,191.972,48904.016,0.171,NA
"1551","KWT",2016,2.9,109.399,26795.706,199.467,48856.58,0.17,NA
"1552","KWT",2017,-4.7,120.688,28552.15,193.471,45771.221,0.156,NA
"1553","KWT",2018,2.7,138.655,31369.182,222.102,50248.116,0.169,NA
"1554","KWT",2019,2.3,140.855,31549.877,225.239,50450.879,0.162,NA
"1555","KWT",2020,-4.8,111.048,25610.725,182.443,42076.157,0.131,NA
"1556","KWT",2021,2.3,148.455,35204.773,221.048,52419.561,0.142,NA
"1557","KWT",2022,5.9,183.977,38380.031,250.682,52295.559,0.146,NA
"1558","KWT",2023,-3.6,163.716,33321.28,250.249,50933.256,0.136,NA
"1559","KWT",2024,-2.7,161.822,32289.977,249.255,49736.258,0.128,NA
"1560","KWT",2025,3.3,161.95,31681.846,262.168,51287.073,0.128,NA
"1561","KWT",2026,2.5,165.951,31827.951,273.636,52480.945,0.127,NA
"1562","KWT",2027,2.6,171.06,32164.449,285.812,53741.358,0.127,NA
"1563","KWT",2028,2.6,177.062,32640.296,298.637,55051.948,0.126,NA
"1564","KWT",2029,2.6,183.69,33198.134,312.102,56405.898,0.125,NA
"1565","LBN",2012,2.5,44.017,8500.137,109.89,21221.166,0.113,NA
"1566","LBN",2013,3.8,46.88,8255.236,116.019,20430.073,0.113,NA
"1567","LBN",2014,2.5,48.095,7665.322,120.951,19277.085,0.112,NA
"1568","LBN",2015,0.5,49.929,7802.702,122.626,19163.547,0.109,NA
"1569","LBN",2016,1.6,51.15,8172.768,125.726,20088.481,0.107,NA
"1570","LBN",2017,0.9,53.03,8680.307,129.146,21139.403,0.104,NA
"1571","LBN",2018,-1.9,54.9,9225.506,131.559,22107.63,0.1,NA
"1572","LBN",2019,-6.8,50.928,8808.242,125.925,21779.086,0.09,NA
"1573","LBN",2020,-24.6,24.976,4410.402,76.825,13566.375,0.055,NA
"1574","LBN",2021,2,19.782,3537.129,59.903,10711.023,0.039,NA
"1575","LBN",2022,1,24.524,4467.189,64.815,11806.614,0.038,NA
"1576","LBN",2023,-0.7,24.023,4486.987,66.678,12453.967,0.036,NA
"1577","LBY",2012,86.8,92.542,14728.068,138.599,22057.874,0.142,NA
"1578","LBY",2013,-18,75.355,12026.021,115.588,18446.909,0.113,NA
"1579","LBY",2014,-23,57.384,9168.285,90.503,14459.642,0.084,NA
"1580","LBY",2015,-0.8,48.718,7706.743,90.573,14327.725,0.081,NA
"1581","LBY",2016,-1.5,49.913,7817.631,90.07,14107.291,0.077,NA
"1582","LBY",2017,32.5,67.153,10413.84,121.473,18837.552,0.098,NA
"1583","LBY",2018,7.9,76.682,11773.86,129.306,19853.87,0.098,NA
"1584","LBY",2019,-11.2,69.237,10525.706,112.565,17112.593,0.081,NA
"1585","LBY",2020,-29.5,46.893,7058.334,77.181,11617.318,0.055,NA
"1586","LBY",2021,28.3,35.216,5248.302,90.199,13442.505,0.058,NA
"1587","LBY",2022,-8.3,43.281,6386.468,88.656,13081.838,0.051,NA
"1588","LBY",2023,10.2,43.958,6422.118,101.174,14781.326,0.055,NA
"1589","LBY",2024,2.4,44.812,6482.099,106.123,15350.964,0.055,NA
"1590","LBY",2025,13.7,47.998,6874.384,122.802,17587.855,0.06,NA
"1591","LBY",2026,4.1,50.339,7138.371,130.228,18467.019,0.061,NA
"1592","LBY",2027,2,51.498,7230.392,135.244,18988.516,0.06,NA
"1593","LBY",2028,2.1,53.03,7371.839,140.647,19551.793,0.059,NA
"1594","LBY",2029,2.3,54.699,7528.663,146.488,20162.372,0.059,NA
"1595","MAR",2012,3,106.345,3224.712,229.926,6972.098,0.236,NA
"1596","MAR",2013,4.5,115.608,3463.601,244.445,7323.531,0.238,NA
"1597","MAR",2014,2.7,119.131,3527.712,255.341,7561.187,0.237,NA
"1598","MAR",2015,4.3,110.414,3235.57,268.907,7880.072,0.239,NA
"1599","MAR",2016,0.5,111.573,3235.218,272.877,7912.473,0.233,NA
"1600","MAR",2017,5.1,118.541,3401.256,291.814,8372.935,0.236,NA
"1601","MAR",2018,3.1,127.341,3615.592,283.691,8054.832,0.216,NA
"1602","MAR",2019,2.9,128.92,3622.679,295.694,8309.034,0.212,NA
"1603","MAR",2020,-7.2,121.354,3375.438,286.109,7958.078,0.206,NA
"1604","MAR",2021,8.2,142.022,3911.053,323.485,8908.245,0.208,NA
"1605","MAR",2022,1.5,130.952,3571.091,351.84,9594.767,0.204,NA
"1606","MAR",2023,3.4,144.438,3901.397,376.907,10180.615,0.205,NA
"1607","MAR",2024,2.8,157.087,4203.553,396.685,10615.06,0.204,NA
"1608","MAR",2025,3.6,168.597,4470.641,418.446,11095.823,0.205,NA
"1609","MAR",2026,3.4,180.603,4746.461,440.687,11581.799,0.205,NA
"1610","MAR",2027,3.4,193.203,5033.829,464.055,12090.755,0.206,NA
"1611","MAR",2028,3.4,206.499,5335.07,488.66,12624.923,0.206,NA
"1612","MAR",2029,3.4,218.675,5603.744,514.478,13183.98,0.207,NA
"1613","OMN",2012,8.9,87.409,24129.012,120.525,33270.551,0.124,NA
"1614","OMN",2013,5.2,89.936,23328.489,128.983,33456.964,0.126,NA
"1615","OMN",2014,1.3,92.699,23219.693,132.926,33295.843,0.123,NA
"1616","OMN",2015,5,78.711,18924.97,140.891,33875.242,0.125,NA
"1617","OMN",2016,5,75.129,17020.387,149.407,33847.943,0.128,NA
"1618","OMN",2017,0.3,80.857,17731.849,152.545,33453.068,0.123,NA
"1619","OMN",2018,1.3,91.506,19885.271,173.71,37749.026,0.132,NA
"1620","OMN",2019,-1.1,88.061,19069.329,171.026,37035.31,0.123,NA
"1621","OMN",2020,-3.4,75.909,17076.319,159.024,35773.912,0.114,NA
"1622","OMN",2021,2.6,87.323,19458.452,174.253,38829.195,0.112,NA
"1623","OMN",2022,9.6,111.944,22688.95,204.554,41459.279,0.119,NA
"1624","OMN",2023,1.3,108.811,21062.91,214.692,41558.705,0.117,NA
"1625","OMN",2024,1,109.993,20631.44,222.058,41651.669,0.114,NA
"1626","OMN",2025,3.1,111.306,20230.482,233.072,42361.898,0.114,NA
"1627","OMN",2026,4.4,116.185,20462.416,247.75,43633.597,0.115,NA
"1628","OMN",2027,4,121.287,20698.634,262.35,44772.201,0.116,NA
"1629","OMN",2028,3.6,126.559,20928.671,276.775,45769.199,0.117,NA
"1630","OMN",2029,3.6,132.641,21254.146,291.963,46783.727,0.117,NA
"1631","PAK",2012,3.2,250.094,1377.776,819.823,4516.431,0.84,NA
"1632","PAK",2013,3.9,258.674,1390.648,865.929,4655.283,0.845,NA
"1633","PAK",2014,3.6,271.422,1423.889,912.343,4786.186,0.846,NA
"1634","PAK",2015,3.8,299.93,1535.348,955.907,4893.305,0.85,NA
"1635","PAK",2016,4.1,313.623,1566.625,1004.281,5016.639,0.857,NA
"1636","PAK",2017,4.6,339.229,1653.406,1069.379,5212.16,0.864,NA
"1637","PAK",2018,6.1,356.163,1698.034,1129.964,5387.193,0.859,NA
"1638","PAK",2019,3.1,321.071,1500.683,1162.667,5434.295,0.834,NA
"1639","PAK",2020,-0.9,300.41,1376.512,1186.294,5435.73,0.853,NA
"1640","PAK",2021,5.8,348.481,1565.575,1285.343,5774.486,0.827,NA
"1641","PAK",2022,6.2,374.85,1651.323,1462.077,6440.866,0.849,NA
"1642","PAK",2023,-0.2,337.457,1458.013,1511.574,6530.888,0.82,NA
"1643","PAK",2024,2.4,374.595,1587.604,1584.474,6715.296,0.814,NA
"1644","PAK",2025,3.2,NA,NA,1664.885,6921.519,0.814,NA
"1645","PAK",2026,4,NA,NA,1763.613,7192.132,0.82,NA
"1646","PAK",2027,4.1,NA,NA,1869.654,7479.16,0.828,NA
"1647","PAK",2028,4.5,NA,NA,1989.597,7807.175,0.84,NA
"1648","PAK",2029,4.5,NA,NA,2117.259,8149.67,0.851,NA
"1649","QAT",2012,4.7,186.834,101933.117,199.343,108757.812,0.204,NA
"1650","QAT",2013,5.6,198.728,99180.39,214,106802.179,0.209,NA
"1651","QAT",2014,5.3,206.225,93054.141,229.341,103484.86,0.213,NA
"1652","QAT",2015,4.8,161.74,66346.911,242.472,99463.85,0.216,NA
"1653","QAT",2016,3.1,151.732,57965.377,252.276,96375.658,0.215,NA
"1654","QAT",2017,-1.5,161.099,59127.513,252.949,92838.573,0.204,NA
"1655","QAT",2018,1.2,183.335,66421.617,283.965,102879.592,0.216,NA
"1656","QAT",2019,0.7,176.371,63007.696,283.662,101336.79,0.203,NA
"1657","QAT",2020,-3.6,144.411,50962.499,229.537,81003.34,0.165,NA
"1658","QAT",2021,1.6,179.732,65400.854,292.655,106491.281,0.188,NA
"1659","QAT",2022,4.2,235.709,80385.391,326.641,111396.216,0.19,NA
"1660","QAT",2023,1.2,213.003,69540.54,342.412,111789.459,0.186,NA
"1661","QAT",2024,1.5,221.406,71568.394,355.999,115074.541,0.183,NA
"1662","QAT",2025,1.9,226.217,72759.508,369.242,118761.722,0.181,NA
"1663","QAT",2026,5.8,242.135,77491.977,397.925,127350.441,0.185,NA
"1664","QAT",2027,7.9,262.192,83493.415,437.162,139211.526,0.194,NA
"1665","QAT",2028,3.5,273.785,86751.316,460.864,146029.177,0.194,NA
"1666","QAT",2029,1.6,281.832,88856.801,476.675,150287.476,0.192,NA
"1667","SAU",2012,5.4,741.85,28348.563,1293.186,49416.971,1.325,NA
"1668","SAU",2013,2.5,753.864,27290.188,1348.533,48817.433,1.316,NA
"1669","SAU",2014,3.8,766.606,27079.673,1424.314,50312.646,1.321,NA
"1670","SAU",2015,4.5,669.485,22453.58,1502.352,50386.795,1.336,NA
"1671","SAU",2016,1.9,666,21515.651,1545.208,49919.184,1.319,NA
"1672","SAU",2017,0.9,714.994,23081.196,1587.211,51237.778,1.283,NA
"1673","SAU",2018,3.2,846.584,28036.026,1712.131,56700.065,1.301,NA
"1674","SAU",2019,1.1,838.565,27892.842,1689.231,56188.195,1.211,NA
"1675","SAU",2020,-3.6,734.271,23271.404,1433.572,45434.472,1.03,NA
"1676","SAU",2021,5.1,874.157,28396.104,1716.792,55768.27,1.104,NA
"1677","SAU",2022,7.5,1108.571,34454.196,1976.87,61440.746,1.148,NA
"1678","SAU",2023,-0.8,1067.583,32529.678,2032.55,61932.611,1.103,NA
"1679","SAU",2024,1.5,1100.706,32881.339,2112.88,63117.954,1.086,NA
"1680","SAU",2025,4.6,1136.58,33287.244,2249.607,65884.713,1.1,NA
"1681","SAU",2026,4.4,1199.156,34431.287,2391.192,68658.173,1.112,NA
"1682","SAU",2027,3.6,1262.326,35534.399,2522.165,70998.794,1.117,NA
"1683","SAU",2028,3.5,1332.093,36763.093,2657.538,73342.686,1.121,NA
"1684","SAU",2029,3.5,1409.058,38124.665,2801,75786.24,1.126,NA
"1685","SOM",2012,1.2,5.183,437.51,19.58,1652.846,0.02,NA
"1686","SOM",2013,5.7,5.869,481.924,21.04,1727.66,0.021,NA
"1687","SOM",2014,2.7,6.443,514.688,21.994,1756.849,0.02,NA
"1688","SOM",2015,4.6,6.841,531.556,23.217,1804.017,0.021,NA
"1689","SOM",2016,-1.3,7.391,558.643,23.139,1748.975,0.02,NA
"1690","SOM",2017,9.5,8.252,606.778,25.791,1896.331,0.021,NA
"1691","SOM",2018,1.4,7.873,563.115,23.975,1714.804,0.018,NA
"1692","SOM",2019,2.8,8.655,602.186,24.817,1726.714,0.018,NA
"1693","SOM",2020,-2.8,8.628,583.956,24.215,1638.928,0.017,NA
"1694","SOM",2021,3.5,9.484,624.408,24.05,1583.397,0.015,NA
"1695","SOM",2022,2.7,10.203,653.449,26.467,1695.081,0.015,NA
"1696","SOM",2023,4.2,10.969,683.343,28.576,1780.276,0.016,NA
"1697","SOM",2024,4,12.729,771.447,30.429,1844.086,0.016,NA
"1698","SOM",2025,4,13.887,818.653,32.221,1899.506,0.016,NA
"1699","SOM",2026,4.1,15.054,863.287,34.164,1959.223,0.016,NA
"1700","SOM",2027,4.1,16.265,907.365,36.218,2020.453,0.016,NA
"1701","SOM",2028,4.3,17.533,951.434,38.468,2087.506,0.016,NA
"1702","SOM",2029,4.5,18.997,1002.79,40.937,2160.943,0.016,NA
"1703","SDN",2012,-17,48.948,1396.292,146.516,4179.547,0.15,NA
"1704","SDN",2013,2,52.892,1462.582,151.923,4200.981,0.148,NA
"1705","SDN",2014,4.7,60.726,1628.497,161.774,4338.349,0.15,NA
"1706","SDN",2015,4.9,64.534,1679.025,171.286,4456.487,0.152,NA
"1707","SDN",2016,4.7,64.888,1638.638,181.041,4571.885,0.155,NA
"1708","SDN",2017,0.8,48.906,1199.177,185.698,4553.347,0.15,NA
"1709","SDN",2018,-2.3,33.59,800.064,192.299,4580.248,0.146,NA
"1710","SDN",2019,-2.5,31.484,728.42,183.587,4247.575,0.132,NA
"1711","SDN",2020,-3.6,35.241,794.696,197.55,4454.8,0.142,NA
"1712","SDN",2021,0.5,35.148,772.509,171.131,3761.245,0.11,NA
"1713","SDN",2022,-2.5,33.52,718.049,178.748,3829.108,0.104,NA
"1714","SDN",2023,-18.3,38.109,795.679,151.256,3158.077,0.082,NA
"1715","SDN",2024,-20.3,29.793,606.289,123.481,2512.814,0.063,NA
"1716","SDN",2025,8.3,29.994,594.903,136.165,2700.716,0.067,NA
"1717","SDN",2026,13.5,35.916,694.315,157.359,3041.997,0.073,NA
"1718","SDN",2027,6.9,39.173,738.09,171.374,3228.963,0.076,NA
"1719","SDN",2028,5.7,42.264,776.146,184.462,3387.492,0.078,NA
"1720","SDN",2029,4.5,45.095,807.142,196.295,3513.442,0.079,NA
"1721","TUN",2012,4.2,47.311,4345.815,111.175,10212.049,0.114,NA
"1722","TUN",2013,2.4,48.681,4419.705,115.815,10514.707,0.113,NA
"1723","TUN",2014,3.1,50.273,4511.282,121.473,10900.432,0.113,NA
"1724","TUN",2015,1,45.779,4060.695,123.787,10980.21,0.11,NA
"1725","TUN",2016,1.1,44.36,3890.127,126.36,11081.035,0.108,NA
"1726","TUN",2017,2.3,42.167,3656.508,131.52,11404.656,0.106,NA
"1727","TUN",2018,2.6,42.687,3661.194,139.32,11949.406,0.106,NA
"1728","TUN",2019,1.6,41.905,3556.377,148.377,12592.25,0.106,NA
"1729","TUN",2020,-9,42.494,3569.972,142.71,11989.274,0.103,NA
"1730","TUN",2021,4.7,46.813,3895.114,149.106,12406.364,0.096,NA
"1731","TUN",2022,2.7,44.596,3676.784,164.008,13521.856,0.095,NA
"1732","TUN",2023,0,48.541,3967.481,169.976,13892.913,0.092,NA
"1733","TUN",2024,1.6,52.636,4266.985,176.873,14338.485,0.091,NA
"1734","TUN",2025,1.6,54.651,4396.179,182.965,14717.78,0.089,NA
"1735","TUN",2026,1.5,56.702,4527.928,189.094,15100.031,0.088,NA
"1736","TUN",2027,1.5,57.232,4538.987,195.364,15494.027,0.087,NA
"1737","TUN",2028,1.3,57.749,4550.534,201.561,15882.606,0.085,NA
"1738","TUN",2029,1.2,58.571,4587.309,207.798,16274.781,0.084,NA
"1739","ARE",2012,1.8,384.61,45108.027,470.613,55194.613,0.482,NA
"1740","ARE",2013,5.1,400.219,46207.448,502.819,58053.28,0.491,NA
"1741","ARE",2014,4.2,414.105,47063.628,532.888,60563.412,0.494,NA
"1742","ARE",2015,6.8,370.276,41422.602,574.335,64250.663,0.511,NA
"1743","ARE",2016,5.6,369.255,40483.337,612.038,67100.793,0.523,NA
"1744","ARE",2017,0.7,390.517,41971.753,627.578,67450.491,0.507,NA
"1745","ARE",2018,1.3,427.049,45591.68,701.668,74909.869,0.533,NA
"1746","ARE",2019,1.1,417.99,43981.612,726.239,76416.109,0.521,NA
"1747","ARE",2020,-5,349.473,37648.953,614.384,66188.035,0.442,NA
"1748","ARE",2021,4.4,415.179,43438.527,645.376,67523.155,0.415,NA
"1749","ARE",2022,7.5,502.732,48897.383,743.309,72296.679,0.431,NA
"1750","ARE",2023,3.6,514.13,48140.644,797.923,74713.617,0.433,NA
"1751","ARE",2024,4,545.053,49549.588,849.778,77251.442,0.437,NA
"1752","ARE",2025,5.1,568.567,51294.323,908.925,82000.365,0.445,NA
"1753","ARE",2026,5.1,601.759,53888.87,972.554,87094.382,0.452,NA
"1754","ARE",2027,4.7,636.705,56613.488,1036.667,92176.625,0.459,NA
"1755","ARE",2028,4.4,673.519,59476.918,1101.755,97293.418,0.465,NA
"1756","ARE",2029,4.3,712.688,62519.188,1169.7,102609.653,0.47,NA
"1757","YEM",2012,2.4,35.401,1369.687,85.441,3305.73,0.088,NA
"1758","YEM",2013,4.8,40.415,1519.342,92.756,3486.989,0.09,NA
"1759","YEM",2014,-0.2,43.229,1579.558,94.193,3441.784,0.087,NA
"1760","YEM",2015,-28,42.444,1508.382,68.454,2432.687,0.061,NA
"1761","YEM",2016,-9.4,31.318,1083.887,62.625,2167.421,0.053,NA
"1762","YEM",2017,-5.1,26.842,905.181,60.514,2040.665,0.049,NA
"1763","YEM",2018,0.8,21.606,710.384,62.366,2050.514,0.047,NA
"1764","YEM",2019,2.1,21.888,702.286,64.727,2076.818,0.046,NA
"1765","YEM",2020,-8.5,20.22,633.311,60.012,1879.653,0.043,NA
"1766","YEM",2021,-1,19.394,594.151,62.124,1903.267,0.04,NA
"1767","YEM",2022,1.5,23.534,706.25,67.552,2027.226,0.039,NA
"1768","YEM",2023,-2,18.806,551.953,68.583,2012.953,0.037,NA
"1769","YEM",2024,-1,16.192,464.893,69.519,1996.036,0.036,NA
"1770","YEM",2025,1.5,16.219,455.459,71.844,2017.474,0.035,NA
"1771","YEM",2026,7,18.192,499.915,78.3,2151.689,0.036,NA
"1772","YEM",2027,6.5,21.05,566.274,84.922,2284.456,0.038,NA
"1773","YEM",2028,6,22.941,604.408,91.667,2415.042,0.039,NA
"1774","YEM",2029,5.5,24.52,632.911,98.482,2541.98,0.04,NA
"1775","ALB",2012,1.4,12.324,4248.909,30.346,10462.732,0.031,NA
"1776","ALB",2013,1,12.784,4415.6,31.172,10767.136,0.03,NA
"1777","ALB",2014,1.8,13.246,4584.919,32.278,11172.166,0.03,NA
"1778","ALB",2015,2.2,11.389,3953.611,33.3,11559.657,0.03,NA
"1779","ALB",2016,3.3,11.862,4124.405,34.731,12075.634,0.03,NA
"1780","ALB",2017,3.8,13.053,4542.76,36.697,12770.998,0.03,NA
"1781","ALB",2018,4,15.157,5287.721,38.691,13498.153,0.029,NA
"1782","ALB",2019,2.1,15.399,5395.101,41.723,14618.304,0.03,NA
"1783","ALB",2020,-3.3,15.192,5353.303,40.97,14437.1,0.029,NA
"1784","ALB",2021,8.9,17.984,6396.166,45.725,16262.599,0.029,NA
"1785","ALB",2022,4.9,19.083,6870.21,51.364,18491.562,0.03,NA
"1786","ALB",2023,3.5,22.822,8299.278,55.049,20018.303,0.03,NA
"1787","ALB",2024,3.3,26.13,9598.191,58.196,21376.586,0.03,NA
"1788","ALB",2025,3.4,27.993,10386.312,61.261,22729.717,0.03,NA
"1789","ALB",2026,3.5,29.915,11211.431,64.583,24204.289,0.03,NA
"1790","ALB",2027,3.5,31.853,11937.672,68.044,25501.31,0.03,NA
"1791","ALB",2028,3.5,33.923,12713.803,71.694,26869.356,0.03,NA
"1792","ALB",2029,3.5,36.137,13543.306,75.541,28311.117,0.03,NA
"1793","AND",2012,-5,3.189,45713.97,3.496,50118.602,0.004,NA
"1794","AND",2013,-3.5,3.193,45630.195,3.43,49017.199,0.003,NA
"1795","AND",2014,2.5,3.267,46299.282,3.577,50682.41,0.003,NA
"1796","AND",2015,1.4,2.789,38877.485,3.662,51045.855,0.003,NA
"1797","AND",2016,3.7,2.895,39595.317,3.834,52438.82,0.003,NA
"1798","AND",2017,0.3,2.993,40017.741,3.916,52353.114,0.003,NA
"1799","AND",2018,1.6,3.217,42229.903,4.152,54508.563,0.003,NA
"1800","AND",2019,2,3.155,40688.491,4.395,56682.724,0.003,NA
"1801","AND",2020,-11.2,2.885,36973.845,4.031,51671.809,0.003,NA
"1802","AND",2021,8.3,3.325,41806.876,4.65,58458.65,0.003,NA
"1803","AND",2022,9.6,3.376,41378.881,5.457,66889.776,0.003,NA
"1804","AND",2023,1.4,3.728,43809.726,5.735,67395.98,0.003,NA
"1805","AND",2024,1.4,3.93,45278.52,5.955,68612.275,0.003,NA
"1806","AND",2025,1.6,4.071,45994.879,6.16,69597.088,0.003,NA
"1807","AND",2026,1.5,4.226,46819.401,6.368,70553.54,0.003,NA
"1808","AND",2027,1.5,4.357,47330.444,6.583,71510.279,0.003,NA
"1809","AND",2028,1.5,4.494,47873.433,6.804,72476.684,0.003,NA
"1810","AND",2029,1.5,4.639,48458.183,7.033,73456.991,0.003,NA
"1811","ARM",2012,7.1,10.619,3575.529,28.109,9464.282,0.029,NA
"1812","ARM",2013,3.4,11.121,3732.035,29.563,9920.372,0.029,NA
"1813","ARM",2014,3.6,11.61,3889.004,31.162,10438.908,0.029,NA
"1814","ARM",2015,3.3,10.553,3529.026,32.475,10859.605,0.029,NA
"1815","ARM",2016,0.2,10.546,3524,32.848,10976.02,0.028,NA
"1816","ARM",2017,7.5,11.527,3868.906,35.949,12065.632,0.029,NA
"1817","ARM",2018,5.2,12.458,4195.963,38.233,12877.363,0.029,NA
"1818","ARM",2019,7.6,13.619,4596.861,44.366,14974.555,0.032,NA
"1819","ARM",2020,-7.1,12.642,4268.681,43.553,14706.317,0.031,NA
"1820","ARM",2021,5.8,13.879,4685.183,47.165,15921.705,0.03,NA
"1821","ARM",2022,12.6,19.514,6660.868,56.878,19414.998,0.033,NA
"1822","ARM",2023,8.3,24.086,8125.625,63.826,21532.119,0.035,NA
"1823","ARM",2024,6,25.251,8517.994,69.297,23376.226,0.036,NA
"1824","ARM",2025,4.9,26.578,8964.961,74.023,24968.338,0.036,NA
"1825","ARM",2026,4.5,27.418,9247.372,78.79,26573.985,0.037,NA
"1826","ARM",2027,4.5,28.941,9760.469,83.848,28277.803,0.037,NA
"1827","ARM",2028,4.5,30.929,10430.174,89.227,30089.489,0.038,NA
"1828","ARM",2029,4.5,33.203,11196.031,94.952,32017.612,0.038,NA
"1829","AUT",2012,0.7,409.661,48616.903,418.675,49686.59,0.429,NA
"1830","AUT",2013,0,430.197,50747.384,425.909,50241.569,0.416,NA
"1831","AUT",2014,0.7,442.699,51814.424,436.193,51052.937,0.404,NA
"1832","AUT",2015,1,382.01,44267.809,444.707,51533.26,0.395,NA
"1833","AUT",2016,2,395.728,45278.829,457.864,52388.368,0.391,NA
"1834","AUT",2017,2.3,417.114,47320.537,476.59,54068.015,0.385,NA
"1835","AUT",2018,2.4,455.198,51234.477,503.361,56655.538,0.383,NA
"1836","AUT",2019,1.5,444.645,50192.49,537.898,60719.04,0.386,NA
"1837","AUT",2020,-6.6,434.701,48837.35,522.625,58715.289,0.376,NA
"1838","AUT",2021,4.2,479.614,53696.146,567.987,63590.151,0.365,NA
"1839","AUT",2022,4.8,471.374,52501.49,637.728,71029.961,0.37,NA
"1840","AUT",2023,-0.8,517.662,56856.125,655.438,71988.371,0.356,NA
"1841","AUT",2024,-0.6,535.804,58668.601,667.153,73050.854,0.343,NA
"1842","AUT",2025,1.1,559.218,61079.62,686.444,74975.643,0.336,NA
"1843","AUT",2026,1.7,584.462,63677.645,711.236,77489.775,0.331,NA
"1844","AUT",2027,1.6,605.492,65804.37,735.959,79983.42,0.326,NA
"1845","AUT",2028,1.1,624.408,67670.671,757.419,82085.866,0.32,NA
"1846","AUT",2029,0.9,643.252,69518.238,778.372,84121.153,0.313,NA
"1847","AZE",2012,2.2,69.684,7545.553,123.152,13335.168,0.126,NA
"1848","AZE",2013,5.8,74.164,7926.6,132.566,14168.526,0.129,NA
"1849","AZE",2014,2.8,75.235,7938.578,138.608,14625.584,0.129,NA
"1850","AZE",2015,1.1,52.997,5524.527,141.405,14740.405,0.126,NA
"1851","AZE",2016,-3.1,37.83,3897.788,138.375,14257.54,0.118,NA
"1852","AZE",2017,0.2,41.375,4217.653,141.07,14380.188,0.114,NA
"1853","AZE",2018,1.5,47.113,4759.796,151.91,15347.341,0.115,NA
"1854","AZE",2019,2.5,48.174,4841.145,167.158,16798.121,0.12,NA
"1855","AZE",2020,-4.2,42.693,4280.429,153.048,15344.671,0.11,NA
"1856","AZE",2021,5.6,54.825,5468.269,203.884,20335.335,0.131,NA
"1857","AZE",2022,4.7,78.807,7831.176,228.718,22727.892,0.133,NA
"1858","AZE",2023,1.1,72.356,7144.807,239.612,23660.458,0.13,NA
"1859","AZE",2024,3.2,75.649,7381.368,253.121,24698.092,0.13,NA
"1860","AZE",2025,2.5,77.041,7428.084,264.233,25476.585,0.129,NA
"1861","AZE",2026,2.4,80.407,7660.646,275.464,26244.481,0.128,NA
"1862","AZE",2027,2.4,84.138,7921.114,287.179,27036.166,0.127,NA
"1863","AZE",2028,2.4,88.41,8224.572,299.387,27851.263,0.126,NA
"1864","AZE",2029,2.4,93.196,8567.034,312.333,28711.132,0.126,NA
"1865","BLR",2012,1.6,65.669,6951.407,164.486,17411.763,0.169,NA
"1866","BLR",2013,1,75.496,7994.708,168.894,17885.245,0.165,NA
"1867","BLR",2014,1.7,78.736,8333.161,174.733,18493.195,0.162,NA
"1868","BLR",2015,-3.8,56.329,5953.752,169.601,17926.204,0.151,NA
