"","country","year","gdp_growth","gdp_nominal","gdp_per_capita_nominal","gdp_ppp","gdp_per_capita_ppp","gdp_ppp_share","error"
"788","ZMB",2017,3.5,25.874,1495.751,59.154,3419.715,0.048,NA
"789","ZMB",2018,4,26.312,1475.2,61.87,3468.844,0.047,NA
"790","ZMB",2019,1.4,23.309,1268.125,62.233,3385.798,0.045,NA
"791","ZMB",2020,-2.8,18.138,958.265,60.176,3179.265,0.043,NA
"792","ZMB",2021,6.2,22.096,1134.713,68.672,3526.507,0.044,NA
"793","ZMB",2022,5.2,29.122,1454.826,77.43,3868.085,0.045,NA
"794","ZMB",2023,5.4,28.163,1369.129,84.545,4110.186,0.046,NA
"795","ZMB",2024,2.3,25.913,1226.095,88.56,4190.267,0.046,NA
"796","ZMB",2025,6.6,31.832,1466.458,96.136,4428.822,0.047,NA
"797","ZMB",2026,5.9,36.811,1651.743,103.653,4651.068,0.048,NA
"798","ZMB",2027,5.6,41.141,1798.6,111.437,4871.729,0.049,NA
"799","ZMB",2028,5.1,44.482,1895.31,119.269,5081.901,0.05,NA
"800","ZMB",2029,4.9,47.826,1986.961,127.401,5293.01,0.051,NA
"801","ZWE",2012,16.7,17.115,1310.354,37.192,2847.536,0.038,NA
"802","ZWE",2013,2.1,19.091,1421.549,38.608,2874.793,0.038,NA
"803","ZWE",2014,2.4,19.496,1414.992,40.223,2919.43,0.037,NA
"804","ZWE",2015,1.8,19.963,1418.306,41.346,2937.466,0.037,NA
"805","ZWE",2016,0.8,20.549,1429.829,42.053,2926.183,0.036,NA
"806","ZWE",2017,5.2,22.04,1502.576,45.034,3070.167,0.036,NA
"807","ZWE",2018,5,36.922,2466.78,42.489,2838.724,0.032,NA
"808","ZWE",2019,-6.3,26.033,1705.022,49.645,3251.507,0.036,NA
"809","ZWE",2020,-7.8,26.878,1725.017,54.53,3499.647,0.039,NA
"810","ZWE",2021,8.5,36.016,2264.653,66.518,4182.605,0.043,NA
"811","ZWE",2022,6.1,32.527,2004.28,75.636,4660.594,0.044,NA
"812","ZWE",2023,5.3,35.231,2119.318,82.541,4965.194,0.045,NA
"813","ZWE",2024,2,35.919,2113.811,86.162,5070.606,0.044,NA
"814","ZWE",2025,6,36.933,2127.493,93.032,5359.007,0.045,NA
"815","ZWE",2026,4.5,37.189,2097.713,99.038,5586.354,0.046,NA
"816","ZWE",2027,3.5,38.064,2102.496,104.437,5768.586,0.046,NA
"817","ZWE",2028,3.5,38.692,2092.745,110.036,5951.595,0.046,NA
"818","ZWE",2029,3.5,39.333,2083.147,115.938,6140.28,0.047,NA
"819","ATG",2012,3.4,1.365,15692.753,1.639,18844.398,0.002,NA
"820","ATG",2013,-0.6,1.325,15019.671,1.657,18773.037,0.002,NA
"821","ATG",2014,2.2,1.379,15393.018,1.723,19232.748,0.002,NA
"822","ATG",2015,1.4,1.438,15809.067,1.764,19395.123,0.002,NA
"823","ATG",2016,4.1,1.49,16130.768,1.854,20071.823,0.002,NA
"824","ATG",2017,2.5,1.531,16327.584,1.933,20616.24,0.002,NA
"825","ATG",2018,7,1.662,17451.026,2.23,23420.494,0.002,NA
"826","ATG",2019,3.1,1.725,17851.361,2.424,25082.283,0.002,NA
"827","ATG",2020,-18.9,1.411,14382.232,2.053,20932.99,0.001,NA
"828","ATG",2021,8.2,1.601,16088.64,2.376,23875.701,0.002,NA
"829","ATG",2022,9.5,1.868,18498.453,2.788,27614.42,0.002,NA
"830","ATG",2023,4.2,2.044,19985.469,3.009,29422.925,0.002,NA
"831","ATG",2024,5.8,2.292,22117.858,3.261,31473.728,0.002,NA
"832","ATG",2025,3.5,2.437,23215.537,3.436,32736.428,0.002,NA
"833","ATG",2026,2.8,2.554,24022.234,3.598,33841.675,0.002,NA
"834","ATG",2027,2.8,2.678,24860.925,3.768,34982.279,0.002,NA
"835","ATG",2028,2.8,2.805,25710.671,3.942,36134.011,0.002,NA
"836","ATG",2029,2.8,2.939,26592.132,4.126,37327.846,0.002,NA
"837","ARG",2012,-1,579.666,13889.792,934.679,22396.505,0.958,NA
"838","ARG",2013,2.4,611.471,14488.829,973.452,23065.977,0.95,NA
"839","ARG",2014,-2.5,563.614,13208.831,965.522,22627.919,0.895,NA
"840","ARG",2015,2.7,642.464,14895.316,1001.097,23210.096,0.89,NA
"841","ARG",2016,-2.1,556.774,12772.868,989.586,22701.938,0.845,NA
"842","ARG",2017,2.8,643.861,14618.327,1035.699,23514.667,0.837,NA
"843","ARG",2018,-2.6,524.431,11786.433,1090.043,24498.379,0.828,NA
"844","ARG",2019,-2,446.762,9941.59,1057.633,23535.013,0.759,NA
"845","ARG",2020,-9.9,385.218,8489.332,1011.999,22302.151,0.727,NA
"846","ARG",2021,10.4,486.04,10610.191,1191.725,26015.237,0.767,NA
"847","ARG",2022,5.3,632.318,13676.216,1343.968,29068.299,0.78,NA
"848","ARG",2023,-1.6,645.511,13823.346,1369.902,29335.855,0.743,NA
"849","ARG",2024,-3.5,604.382,12814.444,1353.804,28704.096,0.696,NA
"850","ARG",2025,5,574.201,12053.982,1447.25,30381.567,0.708,NA
"851","ARG",2026,4.7,611.292,12705.567,1543.379,32078.789,0.718,NA
"852","ARG",2027,3.9,647.758,13330.203,1633.152,33608.602,0.723,NA
"853","ARG",2028,3.3,682.87,13913.628,1718.207,35008.859,0.725,NA
"854","ARG",2029,2.4,713.896,14401.771,1792.146,36153.855,0.721,NA
"855","BHS",2012,3.1,10.72,29895.418,12.055,33618.129,0.012,NA
"856","BHS",2013,-2.9,10.396,28699.505,11.91,32878.606,0.012,NA
"857","BHS",2014,1.8,10.974,29990.565,12.341,33725.629,0.011,NA
"858","BHS",2015,1,11.672,31573.76,12.58,34029.174,0.011,NA
"859","BHS",2016,-1,11.745,31447.64,12.577,33674.995,0.011,NA
"860","BHS",2017,2.8,12.237,32427.071,13.161,34875.399,0.011,NA
"861","BHS",2018,2.6,12.616,33084.566,13.615,35705.02,0.01,NA
"862","BHS",2019,-1.4,13.016,33778.471,13.974,36264.3,0.01,NA
"863","BHS",2020,-21.4,9.958,25572.518,10.348,26574.634,0.007,NA
"864","BHS",2021,15.4,11.369,28828.653,11.63,29490.156,0.007,NA
"865","BHS",2022,10.8,13.136,32897.378,13.802,34564.924,0.008,NA
"866","BHS",2023,2.6,14.338,35517.076,14.676,36353.911,0.008,NA
"867","BHS",2024,1.9,14.825,36321.503,15.312,37516.978,0.008,NA
"868","BHS",2025,1.7,15.342,37180.045,15.856,38425.276,0.008,NA
"869","BHS",2026,1.6,15.878,38097.297,16.408,39370.853,0.008,NA
"870","BHS",2027,1.5,16.42,39009.003,16.96,40292.751,0.008,NA
"871","BHS",2028,1.5,17.006,40001.371,17.53,41234.354,0.007,NA
"872","BHS",2029,1.5,17.623,41042.622,18.12,42198.444,0.007,NA
"873","BRB",2012,-0.4,5.233,18583.31,4.667,16573.89,0.005,NA
"874","BRB",2013,-1.1,5.338,18893.842,4.695,16620.121,0.005,NA
"875","BRB",2014,0.2,5.366,18935.288,4.785,16883.556,0.004,NA
"876","BRB",2015,-0.8,5.288,18605.705,4.788,16846.607,0.004,NA
"877","BRB",2016,1.8,5.331,18704.689,4.92,17264.116,0.004,NA
"878","BRB",2017,0.1,5.517,19310.373,5.015,17551.344,0.004,NA
"879","BRB",2018,-1.2,5.63,19654.52,5.208,18179.889,0.004,NA
"880","BRB",2019,0.7,5.788,20156.276,5.276,18370.784,0.004,NA
"881","BRB",2020,-15.1,5.168,17951.935,4.458,15483.649,0.003,NA
"882","BRB",2021,-0.3,5.275,18276.871,4.425,15331.637,0.003,NA
"883","BRB",2022,17.8,6.257,21624.512,5.586,19304.709,0.003,NA
"884","BRB",2023,4.1,6.721,23167.298,6.024,20765.473,0.003,NA
"885","BRB",2024,3.9,7.201,24758.604,6.408,22034.88,0.003,NA
"886","BRB",2025,3,7.647,26227.919,6.721,23049.786,0.003,NA
"887","BRB",2026,2.3,8.04,27505.493,7.003,23956.738,0.003,NA
"888","BRB",2027,2,8.44,28801.139,7.274,24821.894,0.003,NA
"889","BRB",2028,2,8.85,30122.775,7.556,25717.121,0.003,NA
"890","BRB",2029,2,9.286,31527.048,7.848,26644.939,0.003,NA
"891","BLZ",2012,3.7,1.9,5684.446,2.882,8625.556,0.003,NA
"892","BLZ",2013,4.4,2.022,5917.541,3.061,8960.525,0.003,NA
"893","BLZ",2014,4,2.125,6086.238,3.24,9277.746,0.003,NA
"894","BLZ",2015,3.2,2.195,6152.729,3.375,9461.692,0.003,NA
"895","BLZ",2016,0,2.241,6153.482,3.407,9356.287,0.003,NA
"896","BLZ",2017,-1.8,2.267,6103.817,3.405,9168.666,0.003,NA
"897","BLZ",2018,1.1,2.293,6053.244,3.622,9562.404,0.003,NA
"898","BLZ",2019,4.2,2.387,6181.462,4.061,10516.717,0.003,NA
"899","BLZ",2020,-13.7,2.048,5210.543,3.768,9587.38,0.003,NA
"900","BLZ",2021,17.9,2.425,6070.954,4.624,11578.936,0.003,NA
"901","BLZ",2022,9.8,2.831,7121.06,5.439,13684.529,0.003,NA
"902","BLZ",2023,1.1,3.069,7592.071,5.695,14088.47,0.003,NA
"903","BLZ",2024,5.4,3.342,8133.122,6.146,14957.565,0.003,NA
"904","BLZ",2025,2.5,3.488,8354.51,6.414,15363.459,0.003,NA
"905","BLZ",2026,2.4,3.617,8530.021,6.692,15778.888,0.003,NA
"906","BLZ",2027,2.2,3.743,8691.03,6.964,16168.796,0.003,NA
"907","BLZ",2028,2.1,3.87,8850.247,7.241,16558.546,0.003,NA
"908","BLZ",2029,2,3.997,9005.685,7.521,16945.286,0.003,NA
"909","BOL",2012,5.1,27.282,2635.933,70.121,6775.007,0.072,NA
"910","BOL",2013,6.8,30.883,2938.421,76.161,7246.56,0.074,NA
"911","BOL",2014,5.5,33.237,3114.966,81.719,7658.776,0.076,NA
"912","BOL",2015,4.9,33.241,3069.319,86.484,7985.561,0.077,NA
"913","BOL",2016,4.3,34.189,3110.874,91.028,8282.807,0.078,NA
"914","BOL",2017,4.2,37.782,3388.523,96.545,8658.786,0.078,NA
"915","BOL",2018,4.2,40.581,3588.089,103.03,9109.609,0.078,NA
"916","BOL",2019,2.2,41.193,3591.403,107.078,9335.527,0.077,NA
"917","BOL",2020,-8.7,36.897,3172.556,98.004,8426.851,0.07,NA
"918","BOL",2021,6.1,40.701,3449.205,112.858,9564.251,0.073,NA
"919","BOL",2022,3.6,44.329,3706.442,125.264,10473.553,0.073,NA
"920","BOL",2023,3.1,45.468,3748.41,133.771,11028.11,0.073,NA
"921","BOL",2024,1.6,48.172,3919.602,139.158,11322.892,0.072,NA
"922","BOL",2025,2.2,51.302,4120.634,144.804,11630.815,0.071,NA
"923","BOL",2026,2.2,54.462,4310.314,150.736,11929.672,0.07,NA
"924","BOL",2027,2.3,57.859,4511.952,157.036,12245.979,0.07,NA
"925","BOL",2028,2.3,61.454,4722.024,163.592,12570.099,0.069,NA
"926","BOL",2029,2.3,65.257,4940.64,170.424,12902.945,0.069,NA
"927","BRA",2012,1.9,2464.053,12465.45,2837.901,14356.717,2.908,NA
"928","BRA",2013,3,2471.718,12406.559,2972.929,14922.341,2.9,NA
"929","BRA",2014,0.5,2456.055,12230.669,3039.952,15138.365,2.818,NA
"930","BRA",2015,-3.5,1800.046,8893.346,2959.374,14621.149,2.631,NA
"931","BRA",2016,-3.3,1796.622,8812.503,2889.626,14173.734,2.467,NA
"932","BRA",2017,1.3,2063.519,10055.567,2980.287,14523,2.409,NA
"933","BRA",2018,1.8,1916.934,9281.668,3187.19,15432.162,2.422,NA
"934","BRA",2019,1.2,1873.286,9010.512,3333.776,16035.469,2.391,NA
"935","BRA",2020,-3.3,1476.092,7057.072,3359.777,16062.817,2.415,NA
"936","BRA",2021,4.8,1670.65,7951.553,3787.77,18028.1,2.437,NA
"937","BRA",2022,3,1951.849,9256.482,4180.226,19824.369,2.427,NA
"938","BRA",2023,2.9,2173.671,10267.932,4456.611,21052.021,2.419,NA
"939","BRA",2024,3,2188.419,10296.412,4702.004,22122.71,2.417,NA
"940","BRA",2025,2.2,2307.162,10815.506,4890.95,22927.777,2.392,NA
"941","BRA",2026,2.3,2444.937,11422.759,5094.01,23799.24,2.369,NA
"942","BRA",2027,2.4,2571.539,11976.518,5309.554,24728.367,2.352,NA
"943","BRA",2028,2.5,2709.595,12582.876,5539.337,25723.689,2.337,NA
"944","BRA",2029,2.5,2854.978,13222.304,5780.426,26770.984,2.324,NA
"945","CAN",2012,1.8,1828.362,52745.057,1491.786,43035.423,1.529,NA
"946","CAN",2013,2.3,1846.595,52711.32,1552.463,44315.275,1.515,NA
"947","CAN",2014,2.9,1805.751,51025.428,1624.889,45914.79,1.506,NA
"948","CAN",2015,0.6,1556.508,43628.425,1650.628,46266.588,1.468,NA
"949","CAN",2016,1,1527.996,42382.499,1683.619,46699.042,1.437,NA
"950","CAN",2017,3,1649.266,45192.368,1765.763,48384.579,1.427,NA
"951","CAN",2018,2.7,1725.3,46617.97,1852.988,50068.12,1.408,NA
"952","CAN",2019,1.9,1743.725,46430.975,1899.695,50584.055,1.362,NA
"953","CAN",2020,-5,1655.685,43573.195,1847.839,48630.152,1.328,NA
"954","CAN",2021,5.3,2007.472,52520.512,2133.084,55806.845,1.372,NA
"955","CAN",2022,3.8,2161.483,55612.897,2372.451,61040.881,1.377,NA
"956","CAN",2023,1.2,2142.471,53607.403,2488.523,62266.066,1.351,NA
"957","CAN",2024,1.3,2214.796,53834.483,2582.228,62765.568,1.327,NA
"958","CAN",2025,2.4,2330.308,55889.665,2692.053,64565.675,1.317,NA
"959","CAN",2026,2,2445.95,58264.198,2796.135,66605.848,1.3,NA
"960","CAN",2027,1.8,2559.321,60561.196,2899.231,68604.482,1.284,NA
"961","CAN",2028,1.8,2675.974,62693.516,3004.767,70396.587,1.268,NA
"962","CAN",2029,1.6,2793.495,64674.355,3110.156,72005.614,1.25,NA
"963","CHL",2012,6.2,267.165,15316.01,379.239,21740.976,0.389,NA
"964","CHL",2013,3.3,277.218,15740.391,398.454,22624.125,0.389,NA
"965","CHL",2014,1.8,259.394,14582.85,412.661,23199.347,0.383,NA
"966","CHL",2015,2.2,242.515,13494.489,425.453,23673.888,0.378,NA
"967","CHL",2016,1.8,249.306,13722.878,437.025,24055.811,0.373,NA
"968","CHL",2017,1.4,276.357,15003.77,450.892,24479.457,0.364,NA
"969","CHL",2018,4,295.428,15755.003,478.094,25496.434,0.363,NA
"970","CHL",2019,0.6,278.04,14551.577,491.688,25733.104,0.353,NA
"971","CHL",2020,-6.1,254.06,13056.638,491.062,25236.623,0.353,NA
"972","CHL",2021,11.3,315.601,16037.956,566.279,28776.709,0.364,NA
"973","CHL",2022,2.1,302.16,15238.627,619.14,31224.659,0.359,NA
"974","CHL",2023,0.2,335.642,16814.973,642.824,32204.174,0.349,NA
"975","CHL",2024,2.5,328.72,16365.296,674.388,33574.404,0.347,NA
"976","CHL",2025,2.4,362.24,17926.521,702.979,34788.945,0.344,NA
"977","CHL",2026,2.5,379.154,18656.578,733.671,36100.877,0.341,NA
"978","CHL",2027,2.4,396.045,19381.87,764.997,37437.82,0.339,NA
"979","CHL",2028,2.3,413.373,20125.573,797.118,38808.731,0.336,NA
"980","CHL",2029,2.3,431.958,20927.958,830.409,40232.524,0.334,NA
"981","COL",2012,3.9,370.691,8237.293,551.832,12262.505,0.565,NA
"982","COL",2013,5.1,382.093,8409.676,590.037,12986.407,0.576,NA
"983","COL",2014,4.5,381.24,8312.046,627.323,13677.285,0.582,NA
"984","COL",2015,3,293.493,6337.03,651.86,14074.832,0.58,NA
"985","COL",2016,2.1,282.72,6037.14,671.791,14345.268,0.574,NA
"986","COL",2017,1.4,311.889,6577.28,693.116,14616.787,0.56,NA
"987","COL",2018,2.6,334.124,6923.64,747.104,15481.289,0.568,NA
"988","COL",2019,3.2,323.055,6540.141,807.591,16349.418,0.579,NA
"989","COL",2020,-7.2,270.348,5363.235,785.737,15587.65,0.565,NA
"990","COL",2021,10.8,318.525,6231.24,906.034,17724.572,0.583,NA
"991","COL",2022,7.3,345.33,6681.732,1041.375,20149.399,0.605,NA
"992","COL",2023,0.6,363.57,6962.873,1085.436,20787.614,0.589,NA
"993","COL",2024,1.6,417.207,7917.244,1129.638,21436.901,0.581,NA
"994","COL",2025,2.5,419.331,7895.434,1178.734,22193.955,0.576,NA
"995","COL",2026,2.8,440.295,8233.72,1234.226,23080.582,0.574,NA
"996","COL",2027,3,462.301,8591.672,1294.611,24059.815,0.573,NA
"997","COL",2028,3,486.406,8987.62,1357.888,25090.526,0.573,NA
"998","COL",2029,3,511.227,9394.685,1424.275,26173.535,0.573,NA
"999","CRI",2012,4.9,47.231,10107.452,78.609,16822.175,0.081,NA
"1000","CRI",2013,2.5,50.949,10764.529,81.941,17312.577,0.08,NA
"1001","CRI",2014,3.5,52.017,10853.638,86.322,18011.356,0.08,NA
"1002","CRI",2015,3.7,56.442,11635.197,90.304,18615.889,0.08,NA
"1003","CRI",2016,4.2,58.847,11986.918,94.995,19350.081,0.081,NA
"1004","CRI",2017,4.2,60.517,12185.259,100.717,20279.603,0.081,NA
"1005","CRI",2018,2.6,62.422,12428.924,106.583,21221.974,0.081,NA
"1006","CRI",2019,2.4,64.412,12691.127,116.688,22990.944,0.084,NA
"1007","CRI",2020,-4.3,62.382,12163.927,111.258,21694.418,0.08,NA
"1008","CRI",2021,7.9,64.954,12539.282,122.15,23580.956,0.079,NA
"1009","CRI",2022,4.6,69.235,13239.876,136.815,26163.154,0.079,NA
"1010","CRI",2023,5.1,86.509,16390.222,148.984,28226.753,0.081,NA
"1011","CRI",2024,4,95.149,17860.414,158.645,29779.185,0.082,NA
"1012","CRI",2025,3.5,100.67,18722.033,167.186,31092.158,0.082,NA
"1013","CRI",2026,3.5,106.796,19677.607,176.248,32474.434,0.082,NA
"1014","CRI",2027,3.5,113.212,20666.831,185.769,33912.065,0.082,NA
"1015","CRI",2028,3.5,120.01,21705.25,195.776,35408.261,0.083,NA
"1016","CRI",2029,3.5,127.08,22771.271,206.253,36958.264,0.083,NA
"1017","DMA",2012,-1.1,0.486,6994.866,0.775,11154.961,0.001,NA
"1018","DMA",2013,-1,0.498,7153.468,0.78,11202.516,0.001,NA
"1019","DMA",2014,4.8,0.52,7388.583,0.832,11807.407,0.001,NA
"1020","DMA",2015,-2.7,0.541,7596.222,0.816,11469.672,0.001,NA
"1021","DMA",2016,2.8,0.576,8089.25,0.847,11890.468,0.001,NA
"1022","DMA",2017,-6.6,0.522,7507.368,0.805,11588.946,0.001,NA
"1023","DMA",2018,3.5,0.555,7981.044,0.907,13051.491,0.001,NA
"1024","DMA",2019,5.5,0.612,8466.407,1.032,14290.879,0.001,NA
"1025","DMA",2020,-16.6,0.504,6872.22,0.917,12505.036,0.001,NA
"1026","DMA",2021,6.9,0.555,7530.367,1.048,14212.229,0.001,NA
"1027","DMA",2022,5.6,0.607,8193.119,1.185,15995.551,0.001,NA
"1028","DMA",2023,4.7,0.654,8781.135,1.286,17265.606,0.001,NA
"1029","DMA",2024,4.6,0.703,9391.59,1.377,18390.67,0.001,NA
"1030","DMA",2025,4.2,0.748,9942.061,1.461,19417.864,0.001,NA
"1031","DMA",2026,3.3,0.788,10419.848,1.536,20322.247,0.001,NA
"1032","DMA",2027,2.9,0.827,10883.451,1.61,21192.6,0.001,NA
"1033","DMA",2028,2.7,0.867,11348.425,1.685,22061.783,0.001,NA
"1034","DMA",2029,2.4,0.905,11795.646,1.757,22893.869,0.001,NA
"1035","DOM",2012,2.7,60.747,6274.865,126.413,13057.897,0.13,NA
"1036","DOM",2013,4.9,62.758,6413.934,134.832,13779.946,0.132,NA
"1037","DOM",2014,7.1,67.264,6805.662,146.853,14858.385,0.136,NA
"1038","DOM",2015,6.9,71.254,7139.507,158.482,15879.616,0.141,NA
"1039","DOM",2016,6.7,75.777,7521.268,170.642,16937.126,0.146,NA
"1040","DOM",2017,4.7,80.082,7874.941,181.804,17877.986,0.147,NA
"1041","DOM",2018,7,85.63,8340.961,195.301,19023.797,0.148,NA
"1042","DOM",2019,5.1,89.032,8595.18,214.845,20741.332,0.154,NA
"1043","DOM",2020,-6.7,78.923,7553.509,209.932,20092.118,0.151,NA
"1044","DOM",2021,12.3,94.458,8965.655,243.74,23135.084,0.157,NA
"1045","DOM",2022,4.9,113.873,10720.515,273.804,25777.184,0.159,NA
"1046","DOM",2023,2.4,121.785,11372.125,290.353,27112.85,0.158,NA
"1047","DOM",2024,5.1,126.238,11692.09,312.565,28949.585,0.161,NA
"1048","DOM",2025,5,135.545,12451.947,334.292,30710.062,0.163,NA
"1049","DOM",2026,5,145.399,13248.58,357.659,32589.396,0.166,NA
"1050","DOM",2027,5,155.87,14087.155,382.6,34578.423,0.169,NA
"1051","DOM",2028,5,167.089,14978.28,409.247,36685.879,0.173,NA
"1052","DOM",2029,5,179.03,15918.084,437.769,38923.408,0.176,NA
"1053","ECU",2012,5.8,87.735,5682.119,156.431,10131.213,0.16,NA
"1054","ECU",2013,7.2,96.57,6144.123,170.567,10852.01,0.166,NA
"1055","ECU",2014,4.2,102.718,6422.124,180.871,11308.432,0.168,NA
"1056","ECU",2015,0.1,97.21,5975.078,182.768,11234.025,0.162,NA
"1057","ECU",2016,-0.7,97.671,5907.928,183.236,11083.519,0.156,NA
"1058","ECU",2017,6,104.467,6220.968,197.653,11770.105,0.16,NA
"1059","ECU",2018,1,107.479,6293.459,207.781,12166.664,0.158,NA
"1060","ECU",2019,0.2,107.596,6199.031,217.496,12530.832,0.156,NA
"1061","ECU",2020,-9.2,95.865,5469.758,202.25,11539.698,0.145,NA
"1062","ECU",2021,9.8,107.435,6099.278,239.415,13592.025,0.154,NA
"1063","ECU",2022,6.2,116.586,6581.095,272.351,15373.751,0.158,NA
"1064","ECU",2023,2.4,118.845,6663.636,288.797,16192.853,0.157,NA
"1065","ECU",2024,0.3,121.425,6758.373,296.728,16515.535,0.153,NA
"1066","ECU",2025,1.2,125.658,6941.046,305.855,16894.66,0.15,NA
"1067","ECU",2026,1.8,129.682,7108.259,317.019,17376.808,0.147,NA
"1068","ECU",2027,2.4,134.808,7332.136,330.586,17980.317,0.146,NA
"1069","ECU",2028,2.5,140.267,7570.075,345.033,18621.136,0.146,NA
"1070","ECU",2029,2.5,145.992,7818.582,360.229,19291.989,0.145,NA
"1071","SLV",2012,2.8,21.386,3471.047,46.498,7546.712,0.048,NA
"1072","SLV",2013,2.2,21.991,3555.186,48.345,7815.715,0.047,NA
"1073","SLV",2014,1.7,22.593,3638.533,50.029,8056.794,0.046,NA
"1074","SLV",2015,2.4,23.438,3761.493,51.702,8297.452,0.046,NA
"1075","SLV",2016,2.5,24.191,3870.318,53.521,8562.739,0.046,NA
"1076","SLV",2017,2.2,24.979,3986.02,55.706,8889.158,0.045,NA
"1077","SLV",2018,2.4,26.021,4145.89,57.246,9120.919,0.044,NA
"1078","SLV",2019,2.4,26.881,4280.298,60.71,9666.825,0.044,NA
"1079","SLV",2020,-7.9,24.921,3960.335,58.56,9306.08,0.042,NA
"1080","SLV",2021,11.9,29.043,4599.656,67.623,10709.707,0.044,NA
"1081","SLV",2022,2.8,31.989,5048.438,74.471,11752.865,0.043,NA
"1082","SLV",2023,3.5,34.016,5344.249,79.859,12546.846,0.043,NA
"1083","SLV",2024,3,35.848,5606.972,84.22,13172.75,0.043,NA
"1084","SLV",2025,3,37.843,5892.503,88.323,13752.575,0.043,NA
"1085","SLV",2026,2.8,39.598,6138.081,92.481,14335.526,0.043,NA
"1086","SLV",2027,2.8,41.434,6393.891,96.817,14940.501,0.043,NA
"1087","SLV",2028,2.8,43.383,6664.781,101.352,15570.297,0.043,NA
"1088","SLV",2029,2.8,45.446,6950.37,106.101,16226.827,0.043,NA
"1089","GRD",2012,-1.2,0.8,7433.912,1.277,11868.036,0.001,NA
"1090","GRD",2013,2.4,0.843,7760.348,1.329,12242.195,0.001,NA
"1091","GRD",2014,7.3,0.911,8333.757,1.452,13272.852,0.001,NA
"1092","GRD",2015,6.4,0.997,9055.801,1.56,14165.924,0.001,NA
"1093","GRD",2016,3.7,1.062,9572.093,1.633,14726.434,0.001,NA
"1094","GRD",2017,4.4,1.126,10098.821,1.736,15577.303,0.001,NA
"1095","GRD",2018,4.4,1.167,10419.126,1.848,16507.359,0.001,NA
"1096","GRD",2019,0.7,1.213,10779.062,1.907,16943.246,0.001,NA
"1097","GRD",2020,-13.8,1.043,9222.709,1.671,14768.09,0.001,NA
"1098","GRD",2021,4.7,1.123,9868.861,1.785,15690.216,0.001,NA
"1099","GRD",2022,7.3,1.231,10762.835,2.052,17937.981,0.001,NA
"1100","GRD",2023,4.7,1.324,11515.617,2.227,19358.429,0.001,NA
"1101","GRD",2024,3,1.393,12050.392,2.348,20305.806,0.001,NA
"1102","GRD",2025,3.9,1.479,12722.146,2.484,21369.088,0.001,NA
"1103","GRD",2026,3.3,1.558,13329.367,2.613,22356.666,0.001,NA
"1104","GRD",2027,2.7,1.632,13882.425,2.732,23247.806,0.001,NA
"1105","GRD",2028,2.7,1.709,14459.946,2.857,24175.897,0.001,NA
"1106","GRD",2029,2.7,1.79,15070.638,2.989,25156.594,0.001,NA
"1107","GTM",2012,3,49.902,3375.857,123.695,8368.007,0.127,NA
"1108","GTM",2013,3.7,52.989,3522.256,130.449,8671.162,0.127,NA
"1109","GTM",2014,4.4,57.835,3778.493,138.619,9056.322,0.129,NA
"1110","GTM",2015,4.1,62.18,3994.231,145.631,9354.83,0.129,NA
"1111","GTM",2016,2.7,66.034,4172.065,150.951,9537.154,0.129,NA
"1112","GTM",2017,3.1,71.624,4452.202,158.387,9845.385,0.128,NA
"1113","GTM",2018,3.4,73.331,4485.926,167.561,10250.274,0.127,NA
"1114","GTM",2019,4,77.156,4646.84,183.966,11079.627,0.132,NA
"1115","GTM",2020,-1.8,77.718,4610.073,190.017,11271.403,0.137,NA
"1116","GTM",2021,8,86.467,5053.653,208.163,12166.32,0.134,NA
"1117","GTM",2022,4.2,95.631,5509.385,232.37,13386.991,0.135,NA
"1118","GTM",2023,3.5,104.436,5933.036,249.222,14158.391,0.135,NA
"1119","GTM",2024,3.5,112.369,6295.05,264.033,14791.412,0.136,NA
"1120","GTM",2025,3.6,120.964,6682.416,278.508,15385.546,0.136,NA
"1121","GTM",2026,3.7,130.469,7107.332,294.172,16025.122,0.137,NA
"1122","GTM",2027,3.8,140.853,7566.41,310.961,16704.378,0.138,NA
"1123","GTM",2028,3.8,152.049,8054.349,328.694,17411.631,0.139,NA
"1124","GTM",2029,3.8,164.142,8573.682,347.441,18147.977,0.14,NA
"1125","GUY",2012,5,4.063,5360.276,7.672,10121.128,0.008,NA
"1126","GUY",2013,3.7,4.168,5476.744,8.087,10627.377,0.008,NA
"1127","GUY",2014,1.7,4.128,5402.703,8.367,10951.644,0.008,NA
"1128","GUY",2015,0.7,4.28,5579.974,8.503,11085.731,0.008,NA
"1129","GUY",2016,3.8,4.483,5796.819,8.91,11522.48,0.008,NA
"1130","GUY",2017,3.7,4.748,6104.158,9.409,12095.585,0.008,NA
"1131","GUY",2018,4.4,4.788,6120.536,9.849,12590.932,0.007,NA
"1132","GUY",2019,5.4,5.174,6594.375,10.694,13630.708,0.008,NA
"1133","GUY",2020,43.5,5.471,6952.702,13.581,17258.773,0.01,NA
"1134","GUY",2021,20.1,7.662,9707,17.766,22509.125,0.011,NA
"1135","GUY",2022,62.3,14.529,18353.123,30.888,39016.926,0.018,NA
"1136","GUY",2023,33,17.05,21472.309,42.548,53584.551,0.023,NA
"1137","GUY",2024,43.8,23.033,28920.551,62.651,78666.763,0.032,NA
"1138","GUY",2025,14.4,24.483,30650.092,72.997,91383.498,0.036,NA
